day,precip_1,precip_2,precip_3,precip_4,t_min_1,t_min_2,t_min_3,t_min_4,t_max_1,t_max_2,t_max_3,t_max_4
8/3/2015,0.3395410207756461,1.1021687825520834,3.516422077760858,4.066338885271992,18.887493,20.409687,21.288506,21.804329,26.915155,27.922916,30.515095,31.299156
8/4/2015,1.7229276890493144,0.7211344966182003,0.7516466561010329,4.941030092592593,18.542673,20.219776,20.988573,21.360907,26.526869,28.11149,30.42646,31.169083
8/5/2015,0.7558722516152426,0.2510838543927228,0.0,0.13019770869502315,18.009392,19.523022,20.623985,21.145132,26.559603,27.901361,30.55935,31.270964
8/6/2015,0.0,0.0,0.0,1.7830527976707176,17.791737,19.513306,20.553791,21.062012,26.758387,28.367628,30.996473,31.216368
8/7/2015,2.879209623055116,0.7401553118670429,0.0,1.3402394612630208,18.366434,20.001709,21.072193,21.546392,26.586376,28.099123,30.738655,31.05191
8/8/2015,0.0,0.0,0.0,0.0,18.295732,19.862875,21.041704,21.45445,27.01218,28.78623,30.942495,31.542137
8/9/2015,0.0,0.0,0.0,0.017025604954472296,18.229511,20.077057,21.377542,21.620077,26.350872,27.85511,30.302652,31.038336
8/10/2015,0.0,0.8237755104347512,0.0,0.7042703134042245,18.40838,20.228706,21.598354,21.662834,25.533237,27.01278,29.447556,30.051308
8/11/2015,2.22731243407173,0.8454311794704861,0.1629154560929638,0.32670796712239586,18.6007,20.20775,21.467072,21.468716,27.008095,28.423994,30.90269,31.640064
8/12/2015,3.6840289795952006,3.2272474500868054,0.9217427140575344,4.24786376953125,18.732666,20.505177,21.421547,21.650723,25.765945,27.417532,29.397806,30.350422
8/13/2015,5.015965457707015,1.2713019476996528,0.04994415832778155,0.2172177350079572,18.627844,20.359774,21.628078,21.524355,26.028185,27.51475,29.738184,30.492994
8/14/2015,0.0,0.0,0.0,0.007083138271614356,18.500715,20.303717,21.374043,21.48229,27.016932,28.572945,31.039629,31.665266
8/15/2015,18.020188472441983,17.1515625,8.807903742386124,11.958515986689816,18.72212,20.382294,21.651733,21.795603,28.54322,29.72874,32.14923,33.17019
8/16/2015,16.78303006329114,18.942885561342596,13.054576809123411,15.715111400462966,18.889353,20.706305,21.417881,21.325619,27.357193,28.685535,30.577238,31.016455
8/17/2015,23.99369148866034,17.558382161458333,5.53858921891552,6.322111002604166,18.854319,20.611084,20.968058,21.33148,28.253345,29.495775,30.628384,32.52292
8/18/2015,10.683138432885023,7.4683648003472225,6.5699018058130285,4.2393007631655095,19.213657,20.607101,21.380415,21.869196,28.890697,30.021914,31.185015,33.02345
8/19/2015,7.464371950817513,1.071425148292824,0.0,0.0,19.327278,20.897114,21.863447,22.08823,28.94826,29.74553,31.089777,32.59075
8/20/2015,35.532848760548525,13.854989510995368,10.328373278601696,14.49408275462963,19.172367,20.779945,21.775465,22.082848,28.767382,29.92668,31.481525,32.770184
8/21/2015,27.403342975342827,17.572974537037034,10.764997062036548,16.618095341435186,19.524096,21.329672,22.201292,22.001259,26.183813,27.728317,29.542292,30.44925
8/22/2015,12.718115440400846,10.834844292534724,7.3359830177436445,13.452907986111109,18.534317,20.342192,20.99309,21.127495,26.485504,27.4323,28.76697,29.710434
8/23/2015,0.2370584705207921,2.8748903627748836,1.3301886865648174,2.108586064091435,18.127327,19.955345,20.754175,20.714197,26.87896,28.435764,29.961967,30.961586
8/24/2015,0.37457185254318304,0.02487025437531648,0.0,0.0,18.028086,19.758087,20.74192,20.750563,27.515034,29.36298,30.863186,31.454784
8/25/2015,0.0,0.0,0.0,0.0,17.970901,19.761396,20.845402,20.88136,28.03735,29.395182,31.356758,32.276543
8/26/2015,2.3437785860858384,0.4274056046097367,1.196956828489142,3.2715761537905093,17.54332,19.566261,20.628763,20.500505,26.960407,28.630718,30.460213,31.101349
8/27/2015,10.298786919831224,1.9177388509114583,3.6469767942266946,7.835942925347222,18.651163,20.518284,21.298655,21.435158,26.185724,28.250942,30.085917,30.549726
8/28/2015,19.39054671017933,0.18871012087221495,0.05508061586800268,3.5836396393952548,17.558329,19.415607,20.507587,20.496956,27.273788,29.393515,31.223145,31.399942
8/29/2015,0.0,0.0,0.0,0.0,18.260887,20.325443,20.90745,20.86862,27.762587,30.010597,31.808714,31.99688
8/30/2015,0.0,0.0,0.0,0.4645968967013889,18.612906,20.590446,21.44453,21.615591,28.641401,30.275434,32.240246,32.78579
8/31/2015,0.8581175985215586,0.0,0.0,0.0,18.371202,20.195683,21.289484,21.346815,28.901709,31.065544,32.69758,33.387226
9/1/2015,0.07055356633311083,0.0,0.04243680178108862,0.7954374525282119,18.508831,20.513542,21.778893,21.611385,28.836803,30.485527,32.218586,33.0862
9/2/2015,5.146952053665612,4.108162887008102,3.3058598405223782,7.68431712962963,18.233591,20.416656,21.183289,21.460575,28.417707,30.01936,31.962627,32.648365
9/3/2015,8.484505826410865,9.552889901620368,10.17160603151483,14.949988245081016,18.91639,21.069366,21.838024,21.832453,28.598536,30.099476,31.474178,32.68719
9/4/2015,6.38305818581883,7.939661096643517,3.1053148689916577,3.351425962094908,18.901741,20.83528,21.647507,22.134697,29.337362,30.770924,31.932121,32.902664
9/5/2015,7.780888939708598,4.46689453125,1.3414499315164856,2.9385441532841434,18.99682,20.797401,21.66615,22.039785,29.23396,30.435566,31.591936,32.989704
9/6/2015,19.386265493143462,20.083937355324075,17.314612437102753,14.887928602430556,19.072393,20.713348,21.711002,22.184008,28.382278,29.705526,31.019411,32.168884
9/7/2015,13.97497507087289,16.765328414351853,19.41503285553496,18.480747251157407,18.388014,20.241514,21.305632,21.302994,26.52209,28.07716,29.040203,30.058044
9/8/2015,1.5389184106754352,3.4756822374131944,1.0176133624577923,0.0,17.810781,19.462181,20.661926,20.699623,25.264482,27.071701,28.968819,29.08161
9/9/2015,3.448753646657437,1.6754052056206596,2.74534322447696,4.5459404839409725,18.005825,20.209446,21.299818,21.253609,26.715694,28.264748,30.301626,30.335226
9/10/2015,1.4397482570213609,0.3904699254918981,0.665994223901781,2.5093417697482643,17.77207,19.560093,20.68553,21.036718,26.821898,28.86396,30.744547,30.89108
9/11/2015,0.6996218524401701,1.3707687943070024,2.16835681462692,1.600174515335648,17.692127,19.750185,20.93272,20.848864,28.051924,29.84946,31.796633,31.576193
9/12/2015,0.17115674240176687,0.6447036743164063,2.536799026747881,2.6948248969184028,18.315887,20.218632,21.314867,21.24636,27.220415,29.323002,31.256546,30.999456
9/13/2015,3.2046544843585183,0.2452936525698061,1.5865359548795022,2.131588179976852,17.3263,19.575264,20.598272,20.574461,28.09093,29.74948,32.196266,31.838268
9/14/2015,0.0,0.0,0.0,0.042892311237476485,18.354464,20.190065,21.320515,21.41731,27.500607,29.843529,31.740234,31.454393
9/15/2015,0.13884355247272218,0.0,0.017630128537194204,0.20013790837040651,17.644705,19.936676,20.61851,20.894258,26.741087,28.645826,31.21165,30.60882
9/16/2015,2.8661164231441187,0.023076611978036385,0.2793525760456667,1.2936001247829858,18.052689,20.07946,21.283827,21.41002,26.514723,29.10933,31.052794,30.719318
9/17/2015,2.4008477448411134,0.0,0.0,1.0105918601707176,18.191814,20.155745,21.488735,21.276752,27.022022,28.532446,31.14753,30.539152
9/18/2015,0.08795599796600985,0.0,0.0,0.5896431251808449,18.14665,20.153004,21.390917,21.3547,27.318428,29.680882,31.31821,30.983343
9/19/2015,2.450034612341772,8.366697410300926,3.062554828191208,1.9537136501736112,18.302422,20.181763,21.55579,21.448456,27.758566,29.327658,31.433052,31.10262
9/20/2015,7.32266737539557,4.145823386863427,9.834800590903072,11.233943684895833,18.46292,20.447742,21.527203,21.663246,26.73594,28.605389,31.043592,30.249842
9/21/2015,0.4528336665801358,0.04492285693133319,0.0,1.6612668637876158,17.361284,19.306799,20.553062,20.402811,28.262682,30.19395,31.967413,31.900728
9/22/2015,2.090237774426424,1.6115591543692134,4.0806719246557215,5.2477837456597225,17.049082,19.057085,20.64331,20.379484,29.40814,30.855417,32.905743,32.78406
9/23/2015,0.37209973556582937,3.269064670138889,3.6238964533401745,3.339954969618056,18.426441,20.397362,21.664314,21.386517,29.52427,30.968061,32.755398,32.680683
9/24/2015,18.931280079773206,13.83850730613426,9.439213122351696,8.503900824652778,19.27157,21.440895,22.196667,22.545975,30.422495,31.705193,33.36577,33.6367
9/25/2015,2.524141850853771,3.718160897714121,1.5841302386784957,1.8966774269386573,17.566998,19.381844,20.3087,20.50061,28.905699,30.50603,31.959581,32.42814
9/26/2015,7.569894267536919,5.499721498842592,7.660997293763241,10.274753146701391,18.988026,20.560717,21.416502,21.895794,28.238739,29.964987,32.125713,31.311243
9/27/2015,20.10564181170886,18.53620695891204,16.289319054555087,20.341243489583334,18.663586,20.573057,21.444424,21.382576,29.048958,30.222893,32.16492,32.084026
9/28/2015,6.099744321927743,9.920972583912038,9.792553917836337,13.901294849537035,17.725702,19.607742,19.922873,20.436539,27.963484,29.586195,30.458836,31.007915
9/29/2015,7.2196647547468356,13.57913230613426,11.208009881488348,4.9838428638599535,17.744944,19.667599,20.49336,20.520048,27.903618,29.256218,29.976526,30.607069
9/30/2015,1.0829684100573576,6.984507016782408,2.614254450393936,5.310887767650463,18.230927,19.796936,20.59792,21.154451,27.548046,28.795227,29.62972,30.134676
10/1/2015,5.887443960970463,10.6928955078125,2.2450023586467163,1.429185316297743,18.856781,20.37809,21.263823,21.692522,27.18102,28.870329,29.293077,30.312065
10/2/2015,4.126097602683282,0.7460383662471065,2.3815941244868912,7.174178059895834,18.600317,20.493294,21.340029,21.622236,27.269655,29.146427,30.287111,30.497381
10/3/2015,4.682636244890559,3.534504078052662,8.000079656051376,11.280280671296294,18.372543,20.313137,20.899187,20.958508,27.107052,28.444002,29.795307,30.007841
10/4/2015,32.27612613726266,22.23686342592593,16.88034936937235,25.415122251157413,18.576742,20.394299,21.338951,21.18074,26.827568,28.167067,30.205288,30.085564
10/5/2015,11.302136900052743,14.310776548032408,16.31032756223517,13.126114004629631,18.208632,20.348127,21.410383,21.345911,26.11776,27.217773,28.622938,29.23022
10/6/2015,0.0,0.5943640814887152,6.046538272146451,6.2598325376157415,17.496904,19.688808,20.31396,20.457731,26.481047,28.472244,30.062614,29.83958
10/7/2015,4.482652623945149,4.135911729600695,9.103478383209746,8.04615162037037,18.08917,19.904276,20.659655,21.111477,27.807302,29.521294,30.838634,30.836359
10/8/2015,6.783463747692513,13.608327907986109,9.625551385394598,9.53867820457176,18.443975,20.281698,20.881105,21.305704,26.379313,28.508915,29.879265,29.570118
10/9/2015,1.4528046298127637,0.9278475726092305,0.5824290130097988,3.1058648003472222,18.470936,20.09855,21.08829,21.507149,26.851881,28.196835,29.954147,29.9633
10/10/2015,1.890106201171875,5.510169361255787,11.993332685050314,14.431441695601851,18.524876,20.346087,21.35972,21.458485,27.544626,28.455471,30.320473,30.62799
10/11/2015,17.18317551753692,24.74433955439815,35.30214678230932,25.35863353587963,18.879204,20.661526,21.545109,21.57304,27.867785,29.379013,30.97832,30.653028
10/12/2015,0.8706374027558017,8.617638708043984,8.746083405058263,7.407057472511574,18.25473,20.018494,20.568035,21.010286,27.4555,28.912853,29.656128,30.300526
10/13/2015,0.04899626945141498,0.19791512665925204,0.0,0.0,18.054134,19.856369,20.711407,20.854313,28.386864,29.774902,30.517763,31.128813
10/14/2015,0.0,0.0,0.0,0.0,17.03843,19.322767,20.039919,20.101433,28.702015,29.895931,30.720032,31.564217
10/15/2015,0.0,0.0,0.0,0.0,17.193213,19.200583,20.165642,19.834452,28.916594,30.078335,31.013649,31.80119
10/16/2015,0.034501313157222435,0.0,0.0,0.0,17.770058,19.764507,20.697174,20.550665,28.66492,30.202969,31.09885,31.449377
10/17/2015,0.20519208304489714,0.0,0.0,0.0,18.293476,20.130575,20.980974,20.971907,28.750578,30.14142,31.09135,31.437311
10/18/2015,0.31925162786169897,0.07931447205720124,0.0,0.0,17.987513,19.857101,20.837086,20.76472,28.907848,29.867714,30.59421,31.54067
10/19/2015,0.17823799551790775,1.1995147705078124,5.880453336036812,3.9616943359375,18.928484,20.686804,21.437244,21.655865,28.909815,30.181694,30.879522,31.688322
10/20/2015,0.12191671057592465,0.6473879213686342,0.0,0.13578030621563947,18.598412,20.448282,21.139874,21.242533,28.840828,29.916603,30.801338,31.300701
10/21/2015,0.28091498266292525,0.0,0.0,0.0,18.278145,20.37013,21.041569,20.951084,28.451557,29.751017,30.692665,31.339972
10/22/2015,0.0,0.0,0.0,0.0,18.071674,20.31728,21.104683,20.898937,28.097652,29.39933,30.414127,31.149744
10/23/2015,0.0,0.2783509996202257,0.0,0.0,17.215206,19.450567,20.074226,19.55823,28.41586,29.687918,30.722305,31.246048
10/24/2015,0.0,0.0,0.0,0.021636554929945203,17.152224,19.34214,20.148874,19.8515,28.745625,30.2527,30.964092,31.639864
10/25/2015,0.0,1.9233676486545142,0.0,0.07924072124339916,16.327444,18.388784,19.366888,18.983053,28.257465,29.545425,30.279797,30.938013
10/26/2015,0.05036321068614847,3.3351264105902776,4.033286919028072,1.0672663935908564,16.94815,19.23127,19.976965,19.95302,27.64988,28.710962,29.334578,30.38026
10/27/2015,2.5743245957772944,0.7263797336154514,0.0,0.04391503863864475,17.463308,19.480728,20.312893,20.530115,26.70113,27.836811,28.724743,29.977257
10/28/2015,12.681042119923525,2.5952629937065974,0.0,0.9048689100477432,17.688736,19.719282,20.74232,20.317966,28.255163,29.319897,29.909182,30.793037
10/29/2015,5.084081207146625,0.1390734213369864,0.0,0.0,17.37043,19.413912,20.024881,20.191463,28.249748,29.759861,30.311651,31.227055
10/30/2015,1.4885349193202797,7.165189163773147,2.985301648156117,1.633804886429398,18.31459,20.246155,21.026817,21.203068,28.48108,29.808453,30.445383,31.505074
10/31/2015,1.1278611839069093,0.2875538013599537,2.3051522465075482,5.376308865017362,18.029463,20.28071,21.088654,20.96886,28.195684,29.183945,29.590155,30.704262
11/1/2015,17.404099090189874,17.162197989004632,7.0956063997947565,2.280267333984375,18.302036,20.140915,21.1043,21.145784,26.086805,27.683922,28.211708,29.099533
11/2/2015,14.83563670226793,11.418023003472221,8.983671543961865,9.070652488425926,17.736168,19.844402,20.687181,20.697985,26.786493,28.279823,28.7588,29.357634
11/3/2015,10.009897481540085,14.568003110532407,13.199026334083689,18.128497540509255,18.168398,20.196194,20.844688,21.066198,26.617271,28.027878,29.153778,29.378157
11/4/2015,13.253747610100213,11.399855324074075,19.259006306276483,16.926508246527778,17.936678,19.874367,20.603947,20.810322,27.240725,28.871141,29.929089,30.016302
11/5/2015,0.0,2.0832469798900464,7.459431793730137,4.5907127097800915,17.844313,19.655329,20.361897,20.775993,25.329115,26.53757,27.37256,28.29966
11/6/2015,0.0,0.0,0.0,0.287663240785952,17.065292,19.354015,20.012463,19.576439,27.392206,28.708944,29.377924,29.908485
11/7/2015,0.018672572912546148,0.05994077611852575,1.1610527685133076,0.3278443513093171,17.806026,19.693018,20.56191,20.50265,26.900085,28.284918,28.706404,29.616062
11/8/2015,2.2557151569092833,8.450564236111111,19.61044259798729,19.177141203703705,17.134062,19.078863,20.106255,19.906929,26.219202,27.282488,27.35642,28.028492
11/9/2015,21.693590123945146,42.97063802083333,47.63836566472458,36.27418981481482,17.880507,20.212706,20.71132,20.711584,22.485268,23.92993,24.025356,24.66968
11/10/2015,1.5486750220447654,4.437046983506946,5.80282023801642,2.97778478551794,16.761648,18.511251,19.115557,19.614496,21.842558,23.712606,24.790607,23.858925
11/11/2015,1.3686219549380274,5.589511899594908,4.674222784527277,3.876778609664352,17.37483,19.561909,20.242039,20.271,22.118536,24.625935,25.844965,25.233234
11/12/2015,0.4410434835570774,0.4540843257197627,0.016923489206928318,0.6683272750289352,17.631111,19.829536,20.37762,20.38856,26.108816,28.17367,28.797607,28.250027
11/13/2015,0.7975071130422601,1.6253543429904511,2.9477391647080244,3.384037724247685,17.13323,19.535326,20.248388,19.722994,24.530544,25.95309,26.719467,26.282166
11/14/2015,1.1716821083036657,2.470963541666667,7.881476450774629,8.422188765914353,15.621186,17.449041,18.09698,18.053276,24.554644,25.649832,25.299257,25.763214
11/15/2015,3.4198255579179846,8.400833695023149,13.708323333222987,14.518211082175926,15.670506,18.356613,18.442904,18.209871,22.13636,24.53463,23.837605,23.712841
11/16/2015,1.3595055688785602,0.0,0.9111941709356792,10.301763237847222,16.084463,18.51527,19.095142,18.668306,23.441275,25.93618,26.395926,25.354746
11/17/2015,0.0,0.0,0.0,0.0,16.754831,19.322058,19.877707,19.329945,24.370378,26.220066,26.993652,26.829344
11/18/2015,0.0,0.0,0.0,0.0,16.979082,19.2019,19.860804,19.738657,24.053211,26.61938,26.845291,26.428495
11/19/2015,0.13215305634188754,0.2453713593659577,4.541074591167902,1.03726727520978,16.982092,19.031145,19.539148,19.513296,24.689875,26.986618,27.736443,26.851858
11/20/2015,0.4138492310600442,2.2548235857928245,5.2645511950476696,2.661997703269676,18.155514,20.417402,20.900246,20.922916,25.40238,27.180521,27.79934,27.561817
11/21/2015,0.7214022608245978,2.4561986852575237,0.0,0.725956047905816,17.637066,19.767368,20.301825,20.521662,25.190807,27.741884,28.208654,27.628675
11/22/2015,4.632213994923523,0.7615217985930266,11.081926766088452,23.055083550347227,17.69993,19.9729,20.520992,20.540342,24.294043,26.017962,25.793451,26.015127
11/23/2015,3.118797591969937,3.1568400065104165,1.7280991117833024,2.6269081398292826,17.745737,19.971645,20.259487,20.12933,24.572794,26.343973,26.71705,26.600298
11/24/2015,2.0418365092217168,1.3718274151837384,0.0,0.009077758259243436,17.601614,19.69749,20.37009,19.964598,26.067228,28.087461,28.606592,28.520187
11/25/2015,0.0,0.0,0.0,0.0,16.302305,18.729969,19.372435,18.920267,26.549433,28.526085,28.891088,28.676847
11/26/2015,0.0,0.0,0.0,0.0,14.711804,17.49043,17.587074,17.576912,26.690228,28.45705,28.83568,28.919554
11/27/2015,0.0,0.0,0.0,0.0,15.837882,18.166092,18.794773,18.684296,27.126287,28.788343,29.010046,29.138145
11/28/2015,0.02926489069492002,0.09389946549027056,0.0,0.0601773014775029,15.713757,18.43924,18.806448,18.204819,26.691444,28.400461,28.521677,29.030293
11/29/2015,0.11780614088356245,0.11808107164171007,10.227028022378178,7.2274839048032415,15.539989,18.154413,18.519815,18.442099,25.60485,27.6604,27.811695,27.422642
11/30/2015,0.04466214159872965,1.2560067635995371,4.2770220223119715,4.980358434606481,17.336082,19.140385,19.44056,19.970333,25.598085,27.310137,27.952738,27.496508
12/1/2015,0.0,0.017686151575159143,0.4008982706878145,12.769272641782408,17.402266,19.80027,20.214771,20.256565,24.78826,26.993114,27.111963,26.553608
12/2/2015,0.6478354538543315,1.1120163529007523,0.4123463711496127,1.9366183810763888,17.07764,19.38415,19.866405,19.958725,24.656525,26.376417,26.704697,26.494232
12/3/2015,0.0,0.0,0.0,0.0,17.560087,19.998936,20.486614,20.09393,24.924122,26.89814,27.059187,26.786322
12/4/2015,0.0,0.0,0.0,0.0,16.86612,19.496077,20.121954,19.687733,26.117785,27.577547,27.793741,28.256144
12/5/2015,0.0,0.0,0.0,0.4391391047724971,16.905655,19.719473,20.050163,19.588575,25.416784,27.163015,26.789776,27.064945
12/6/2015,0.0,0.0,0.573300959700245,0.6058812459309896,16.628193,19.736244,20.304037,19.52617,24.91669,26.545273,26.309845,26.501802
12/7/2015,0.012743682297976207,0.02265610871491609,0.0,0.07706416094744648,16.448692,19.224266,19.748455,18.929726,25.551699,26.994156,26.584112,27.458448
12/8/2015,0.4021072065779932,0.3092266506618924,0.4155290571309753,2.043698685257523,15.9313545,18.987051,19.42543,18.693108,24.472973,26.186043,25.854595,26.79966
12/9/2015,0.0,0.0,0.0,0.215269117002134,16.210918,19.054497,19.469913,19.101389,25.488693,26.954596,27.081306,26.959133
12/10/2015,0.16659516926053206,0.08876482645670572,0.0,0.010558438301086426,17.87916,20.260408,20.666933,20.670248,26.242462,27.667898,27.86305,27.74254
12/11/2015,0.0,0.0,0.0,0.012268684528492115,16.382002,18.88316,19.318827,19.124048,27.047575,28.493675,29.067684,29.15857
12/12/2015,0.0,1.8297153049045136,0.0,0.0,16.972786,19.522232,20.367615,19.862986,27.064709,28.251328,28.674137,29.148758
12/13/2015,0.3967516291493605,3.102066379123264,0.0,0.0,17.441162,19.752016,20.462788,20.258686,27.344099,29.023664,29.72077,29.775238
12/14/2015,0.7595751798605617,4.164399775752315,0.04089648036633508,0.4855968334056713,17.223959,19.619751,20.204987,19.89418,27.94355,28.983791,29.54636,30.240803
12/15/2015,0.06993016110190862,0.5556952017324942,0.0,0.008121727131031178,16.90397,19.76123,20.41912,19.7126,27.060532,28.746141,29.214739,29.421757
12/16/2015,0.009924612970794808,0.0,0.0,0.0,16.536066,18.958046,19.560364,19.279495,26.948229,28.701105,29.091928,29.324827
12/17/2015,0.0,0.0,0.0,0.0,14.596569,17.327848,17.583214,17.019964,26.919033,28.535318,28.962147,29.256891
12/18/2015,0.0,0.05941832507098161,0.02190802056910628,0.0,13.995787,16.698885,17.771076,16.76982,27.31855,28.01992,28.583942,29.191689
12/19/2015,0.0,0.0,1.2902394957461598,0.420986486364294,15.278427,18.193766,19.134684,18.266802,27.124853,28.262293,28.704268,29.682196
12/20/2015,0.0,0.0,0.0,0.0,16.099718,18.486856,19.12941,18.99259,27.713127,28.48201,28.83961,29.388577
12/21/2015,0.614482316286755,0.4680398163972078,3.726894314006224,1.0393135353370948,15.428773,17.616535,17.949043,18.182936,27.518776,28.782516,29.132574,29.38469
12/22/2015,0.05733273099746384,0.0,0.0,0.0,14.710325,17.049286,17.250578,17.395325,27.347404,28.337772,28.942554,29.42648
12/23/2015,0.0,0.0,0.0,0.006654264750304046,14.423902,16.812103,17.789347,17.152405,26.865034,28.047098,28.681198,28.670265
12/24/2015,0.020602232293237613,0.0,0.0,0.8781221742983217,14.651799,17.03876,17.674019,17.532352,27.047956,28.017696,28.783228,28.932322
12/25/2015,0.0,0.0,0.0,0.0,14.09373,16.09444,17.006159,16.916727,26.619503,27.996971,28.523891,28.690567
12/26/2015,0.0,0.0,0.0,0.2249730851915148,14.561539,16.730497,17.72593,17.492802,26.3286,28.006578,28.557701,28.852644
12/27/2015,0.1987465967105914,0.0,0.3665881399380959,0.5332976729781539,14.8975525,17.747978,18.208559,18.049852,25.521809,27.16197,27.771555,27.749804
12/28/2015,0.0,0.0,0.0,0.0,16.140665,18.849962,19.42882,18.808567,26.553679,27.758455,28.131714,28.495834
12/29/2015,0.0,0.4321921171965423,2.9786920062566207,0.6767496744791667,14.511259,17.704882,18.369713,17.446182,27.304422,28.396004,28.782885,29.349043
12/30/2015,0.0,0.0,0.0,0.0,14.137865,17.123074,17.602758,16.78572,27.720234,29.10226,29.64619,29.68345
12/31/2015,0.0,0.0,0.0,0.00481851233376397,13.64371,16.662403,17.006275,16.184435,27.21066,28.975683,29.42291,29.16493
1/1/2016,0.004586538685022025,0.04733234334875036,0.016644380860409494,0.0,13.160161,15.766956,16.499819,15.882722,26.517828,28.141441,28.422201,28.34966
1/2/2016,0.0267810177702441,0.0,0.0,0.2311152705439815,12.597821,15.216422,15.85087,15.252347,26.817291,28.314075,28.72111,28.825876
1/3/2016,0.0058605862066212575,0.0,0.22469038882498013,0.02725160740039967,11.512472,14.102694,14.68116,14.3131695,27.981312,29.292236,29.801065,29.794312
1/4/2016,0.02308494833451283,0.06449922632288049,0.0,0.11577620329680265,11.7657585,14.145499,15.040355,14.814865,27.376429,28.813154,29.232637,29.337994
1/5/2016,0.09011259763049677,0.16617855495876735,2.979505118677172,1.7984599925853588,11.8958,14.327189,15.636271,14.810139,27.219988,28.783514,28.98484,29.235342
1/6/2016,0.061199461860495775,0.0,1.0384160704531913,2.1770313404224537,12.348326,15.02304,16.534584,15.036727,27.099665,28.275219,28.870737,29.081715
1/7/2016,0.04754239899196705,0.0,0.0,0.013703890200014468,13.996834,16.770674,17.729332,16.903109,26.53582,27.878515,28.135628,28.525911
1/8/2016,0.05733120994728829,0.03086170620388455,0.0,0.003500185851697569,13.986593,16.81629,17.785555,16.825878,26.158531,27.961905,28.319035,28.247898
1/9/2016,0.0,0.0,0.0,0.0,14.663963,16.962856,17.647806,17.164349,26.574577,28.390106,28.942535,28.652216
1/10/2016,0.0,0.0,0.0,0.0,13.76327,16.54201,17.379148,16.572382,26.765757,28.254322,28.994867,28.806623
1/11/2016,0.0,0.07697828080919054,0.0,0.0,13.573256,16.287804,17.104927,16.348969,26.938017,28.411718,28.562252,28.95937
1/12/2016,0.10400821991610627,3.054959671585648,0.12032558958409195,1.5678975423177084,12.760069,15.450592,16.337906,15.419373,27.062803,28.7327,28.962551,29.258991
1/13/2016,0.0,0.0,0.0,0.04534195087574146,13.141983,16.295422,16.637384,16.090096,26.767435,27.640825,28.018248,28.557322
1/14/2016,0.0,0.0,0.0,0.0,12.851813,15.566656,15.714417,15.591902,27.087103,28.414906,28.824982,29.404436
1/15/2016,0.12207521366167673,0.0,0.0,0.012079994766800493,13.414894,15.696507,15.932066,15.957929,26.331322,27.772943,28.22349,28.698448
1/16/2016,0.0,0.0,0.0,0.0,12.905905,15.522602,15.899253,15.684557,26.625734,27.970991,28.70831,28.931206
1/17/2016,0.0,0.0,0.0,0.0,13.392339,16.350859,16.693134,16.202778,27.026392,28.270159,28.995083,29.180567
1/18/2016,0.0,0.0,0.0,0.0,13.882187,16.552483,17.170568,16.730186,26.507174,28.454763,29.014675,28.992111
1/19/2016,0.07022453662212387,0.0,0.0,0.0,16.234612,18.789778,19.176096,18.962048,26.203712,28.164312,29.052729,28.556643
1/20/2016,0.0,0.0,0.0,0.0,16.764849,19.465248,19.97956,19.915787,25.13864,27.60946,28.211582,27.462452
1/21/2016,0.0,0.0,0.0,0.0,16.496061,19.37477,20.140722,19.584179,27.00151,28.532845,29.36424,29.529968
1/22/2016,0.0,0.0,0.0,0.0,16.20755,18.58257,19.174938,19.103544,26.466948,28.470875,28.728203,28.999523
1/23/2016,0.0,0.0,0.0,0.0,16.196674,18.470938,19.103876,18.97777,26.741745,28.521296,29.262508,28.765038
1/24/2016,0.0,0.0,0.0,0.0,16.12711,18.731133,19.342262,19.089014,27.842447,29.42891,30.021214,29.958685
1/25/2016,0.0,0.0,0.0,0.0,15.834187,18.492598,19.0918,18.600773,28.004095,29.761013,30.339705,30.337957
1/26/2016,0.39775639143674185,0.3207559656213831,2.435252820031117,0.4078415199562355,16.065893,18.698986,19.067362,18.76963,28.278744,29.510403,30.201157,30.49713
1/27/2016,0.04583577667107562,0.0,0.0,0.17630579913104022,15.2772255,18.23796,19.042318,17.97071,28.391216,29.159216,29.947649,30.713797
1/28/2016,0.0,0.0,0.0,0.0,15.7634945,18.486355,18.87509,18.493687,29.291378,30.319048,31.217215,31.882792
1/29/2016,0.0,0.0,0.0,0.0,14.112084,17.10231,17.284689,16.769619,28.595259,30.115538,31.125303,31.157852
1/30/2016,0.0,0.0,0.0,0.0,15.039614,17.375862,17.95869,17.672697,28.396902,29.804825,30.557749,31.011238
1/31/2016,0.0,1.4021253797743056,0.0,0.030717266930474173,14.918238,17.714167,17.975523,17.788044,29.716507,30.625465,31.129625,32.187645
2/1/2016,0.1906179597106161,2.3378069842303244,0.6070025815802106,0.3177816320348669,13.51057,16.727411,17.726309,16.456507,29.313707,30.049316,30.637106,31.620518
2/2/2016,0.0816447664413774,0.39893448441116897,0.4538276478395624,0.009402437563295715,12.911292,15.891163,16.554867,15.626108,29.961914,30.694595,31.334259,32.29797
2/3/2016,0.2644815887579938,0.2877184832537616,1.2786602731478416,0.0326077072708695,12.732941,15.690709,16.729984,15.50754,28.371847,29.832695,30.93034,31.127878
2/4/2016,0.09404802121190582,0.009786368299413609,0.35957701731536346,1.6409263328269676,13.110448,15.718932,16.589573,15.831711,28.8391,29.727722,30.65665,31.424162
